"V1" "V2" "V3" "V4" "V5"
"743" 2697 238 19970111 1 16.7
"744" 2709 239 19970111 1 14.37
"745" 2725 240 19970111 5 58.85
"746" 2745 241 19970111 1 22.7
"747" 2745 241 19971007 1 11.99
"748" 2745 241 19971016 1 14.49
"749" 2745 241 19971120 1 19.99
"750" 2745 241 19971205 1 21.49
"751" 2745 241 19980211 2 24.98
"752" 2753 242 19970111 1 14.37
"753" 2753 242 19970301 1 14.96
"754" 2753 242 19970313 1 13.97
"755" 2753 242 19970711 3 37.51
"756" 2753 242 19970819 2 29.92
"757" 2753 242 19980321 1 27.99
"758" 2509 243 19970112 7 94.4
"759" 2509 243 19970311 4 55.28
"760" 2509 243 19980210 7 95.43
"761" 2509 243 19980307 12 187.68
"762" 2509 243 19980310 2 27.98
"763" 2509 243 19980322 4 50.35
"764" 2761 244 19970112 1 15.96
"765" 2761 244 19970120 3 45.88
"766" 2761 244 19970120 6 192.9
"767" 2761 244 19970203 7 164.93
"768" 2761 244 19970209 4 142.96
"769" 2761 244 19970214 6 308.22
"770" 2761 244 19970217 8 119.43
"771" 2765 245 19970112 1 10.77
"772" 2786 246 19970112 5 78.2
"773" 2790 247 19970112 2 29.58
"774" 2790 247 19970208 3 40.9
"775" 2790 247 19970629 2 31.32
"776" 2803 248 19970112 1 19.99
"777" 2813 249 19970112 2 26.73
"778" 2813 249 19970125 2 30.32
"779" 2820 250 19970112 2 31.78
"780" 2820 250 19970519 2 27.73
"781" 2820 250 19970604 2 26.14
"782" 2820 250 19971008 2 27.98
"783" 2821 251 19970112 1 14.96
"784" 2845 252 19970112 2 27.13
"785" 2855 253 19970112 1 13.97
"786" 2855 253 19970824 1 16.36
"787" 2855 253 19980406 1 12.99
"788" 2863 254 19970112 1 4.99
"789" 2871 255 19970112 4 59.85
"790" 2871 255 19970115 1 11.77
"791" 2871 255 19971103 3 38.47
"792" 2871 255 19971112 13 195.37
"793" 2888 256 19970112 1 11.77
"794" 2903 257 19970112 2 23.54
"795" 2903 257 19970317 1 37.3
"796" 2903 257 19970323 1 14.37
"797" 2903 257 19970404 4 53.48
"798" 2903 257 19970423 1 14.37
"799" 2903 257 19970505 3 41.1
"800" 2903 257 19980124 2 24.48
"801" 2904 258 19970112 2 59.54
"802" 2920 259 19970112 1 16.7
"803" 2932 260 19970112 3 46.47
"804" 2932 260 19970222 3 38.77
"805" 2958 261 19970112 1 12.49
"806" 2958 261 19970602 3 62.97
"807" 2958 261 19970731 3 42.9
"808" 2961 262 19970112 2 26.14
"809" 2965 263 19970112 2 28.74
"810" 2965 263 19970927 5 64.45
"811" 2965 263 19980225 4 93.46
"812" 2983 264 19970112 5 47.48
"813" 3005 265 19970112 12 166.75
"814" 3008 266 19970112 1 11.77
"815" 3008 266 19970113 1 11.77
"816" 3011 267 19970112 1 9.98
"817" 3011 267 19970901 1 9.77
"818" 3011 267 19970901 1 14.96
"819" 3011 267 19970918 1 17.99
"820" 3011 267 19980322 2 29.48
"821" 3021 268 19970112 3 44.88
"822" 3021 268 19970221 6 90.83
"823" 858 269 19970113 2 26.73
"824" 2224 270 19970113 5 99.83
"825" 2224 270 19970127 3 79.72
"826" 2274 271 19970113 3 43.53
"827" 2390 272 19970113 1 26.99
"828" 2390 272 19970209 3 41.82
"829" 2390 272 19971021 1 12.49
"830" 2574 273 19970113 1 14.37
"831" 3001 274 19970113 1 15.9
"832" 3001 274 19970330 1 14.9
"833" 3001 274 19970612 1 14.99
"834" 3001 274 19970702 2 31.6
"835" 3016 275 19970113 2 21.54
"836" 3016 275 19970908 2 25.74
"837" 3016 275 19971016 2 31.98
"838" 3016 275 19971105 3 29.47
"839" 3016 275 19971121 1 7.49
"840" 3028 276 19970113 2 23.49
"841" 3028 276 19970118 1 11.77
"842" 3028 276 19970125 1 5.78
"843" 3028 276 19970315 3 50.71
"844" 3028 276 19970321 1 9.77
"845" 3028 276 19970329 1 13.97
"846" 3028 276 19970401 1 14.37
"847" 3028 276 19970518 1 13.77
"848" 3028 276 19970617 2 24.02
"849" 3028 276 19970621 1 6.79
"850" 3028 276 19970716 1 13.97
"851" 3028 276 19970730 1 11.77
"852" 3028 276 19970730 1 12.25
"853" 3028 276 19970812 1 12.77
"854" 3028 276 19970812 1 14.79
"855" 3028 276 19970816 1 11.77
"856" 3028 276 19980114 1 5.99
"857" 3030 277 19970113 1 31.97
"858" 3047 278 19970113 1 15.36
"859" 3060 279 19970113 1 14.79
"860" 3076 280 19970113 1 18.36
"861" 3087 281 19970113 1 14.37
"862" 3099 282 19970113 4 59.66
"863" 3099 282 19970522 10 151.98
"864" 3099 282 19970528 4 48.28
"865" 3099 282 19970529 5 62.04
"866" 3102 283 19970113 1 17.76
"867" 3102 283 19970209 2 28.73
"868" 3102 283 19970820 1 15.76
"869" 3102 283 19970831 1 14.37
"870" 3106 284 19970113 3 33.38
"871" 3106 284 19970203 2 36.67
"872" 3112 285 19970113 3 40.11
"873" 3134 286 19970113 1 0
"874" 3157 287 19970113 2 179.98
"875" 3157 287 19970305 2 30.33
"876" 3157 287 19970819 1 19.55
"877" 3157 287 19970822 2 52.03
"878" 3157 287 19971015 1 17.49
"879" 3157 287 19971019 1 8.99
"880" 3157 287 19971019 1 19.49
"881" 3157 287 19980115 1 12.49
"882" 3157 287 19980224 2 36.48
"883" 3157 287 19980327 2 38.98
"884" 3158 288 19970113 2 30.72
"885" 3163 289 19970113 1 44.3
"886" 3163 289 19970117 1 36.99
"887" 3163 289 19970313 1 15.99
"888" 3163 289 19970923 2 59.98
"889" 3163 289 19970924 1 11.99
"890" 3163 289 19970924 1 12.99
"891" 3163 289 19970925 2 46.98
"892" 3163 289 19971027 1 13.99
"893" 3163 289 19971027 1 13.99
"894" 3163 289 19971124 2 24.98
"895" 3163 289 19980106 1 11.99
"896" 3163 289 19980304 1 22.49
"897" 3163 289 19980304 2 25.16
"898" 3163 289 19980309 1 22.49
"899" 3163 289 19980325 1 12.99
"900" 3171 290 19970113 2 26.94
"901" 3182 291 19970113 5 69.22
"902" 3182 291 19970210 4 58.68
"903" 3182 291 19970918 5 71.45
"904" 3183 292 19970113 1 15.36
"905" 3183 292 19970116 2 20.75
"906" 3199 293 19970113 2 29.73
"907" 3238 294 19970113 1 15.36
"908" 3238 294 19970118 1 18.99
"909" 3238 294 19971023 2 44.48
"910" 3238 294 19980301 2 42.48
"911" 3238 294 19980301 1 59.49
"912" 3242 295 19970113 1 20.99
"913" 3262 296 19970113 1 12.77
"914" 1417 297 19970114 3 35.31
"915" 1417 297 19970501 6 76.41
"916" 1417 297 19971213 22 282.78
"917" 1417 297 19971213 6 76.94
"918" 2092 298 19970114 5 53.25
"919" 2092 298 19970122 1 12.97
"920" 2092 298 19971129 9 61.41
"921" 2092 298 19980109 4 35.96
"922" 2092 298 19980222 6 32.94
"923" 2939 299 19970114 2 19.28
"924" 3219 300 19970114 8 126.9
"925" 3287 301 19970114 2 38.13
"926" 3298 302 19970114 3 69.97
"927" 3298 302 19970222 1 12.77
"928" 3298 302 19970624 2 26.49
"929" 3298 302 19970912 1 20.99
"930" 3299 303 19970114 1 5.99
"931" 3299 303 19970925 2 31.48
"932" 3311 304 19970114 1 15.36
"933" 3311 304 19970519 3 69.84
"934" 3311 304 19980613 2 23.76
"935" 3312 305 19970114 1 23.99
"936" 3318 306 19970114 1 14.37
"937" 3318 306 19970207 1 14.37
"938" 3318 306 19980321 1 11.49
"939" 3333 307 19970114 1 13.97
"940" 3353 308 19970114 1 15.36
"941" 3374 309 19970114 1 11.77
"942" 3376 310 19970114 6 84.94
"943" 3376 310 19970131 1 14.99
"944" 3376 310 19970202 5 74.95
"945" 3376 310 19970212 4 59.96
"946" 3376 310 19970213 2 29.98
"947" 3376 310 19970213 1 15.36
"948" 3388 311 19970114 1 14.37
"949" 3400 312 19970114 4 57.1
"950" 3400 312 19970517 2 28.73
"951" 3400 312 19970913 2 22.48
"952" 3400 312 19971109 7 51.43
"953" 3400 312 19980215 4 42.46
"954" 3400 312 19980511 6 64.44
"955" 3403 313 19970114 3 51.15
"956" 3415 314 19970114 3 48.51
"957" 3415 314 19970115 1 50.97
"958" 3415 314 19970626 6 92.17
"959" 3415 314 19970727 12 137.05
"960" 3415 314 19980309 18 222.3
"961" 3425 315 19970114 1 14.7
"962" 3444 316 19970114 2 28.74
"963" 3451 317 19970114 2 29.58
"964" 3451 317 19970602 2 29.75
"965" 3451 317 19971007 1 12.99
"966" 3467 318 19970114 4 52.27
"967" 3469 319 19970114 1 12.49
"968" 3469 319 19970510 2 48.94
"969" 3469 319 19971130 3 42.97
"970" 3469 319 19971208 1 12.49
"971" 3487 320 19970114 1 15.36
"972" 3487 320 19980630 1 11.88
"973" 3497 321 19970114 1 10.77
"974" 3497 321 19970421 4 53.27
"975" 3497 321 19970826 5 68.22
"976" 3497 321 19980509 1 12.58
"977" 3322 322 19970115 3 57.51
"978" 3341 323 19970115 2 53.54
"979" 3341 323 19970318 1 41.77
"980" 3496 324 19970115 1 6.79
"981" 3496 324 19970116 1 7.98
"982" 3496 324 19970121 1 10.77
"983" 3496 324 19970203 2 28.93
"984" 3496 324 19980118 4 53.96
"985" 3496 324 19980304 5 55.45
"986" 3496 324 19980325 2 25.98
"987" 3496 324 19980407 1 12.99
"988" 3496 324 19980407 2 25.48
"989" 3496 324 19980412 3 50.25
"990" 3496 324 19980428 1 56.99
"991" 3496 324 19980621 2 30.98
"992" 3501 325 19970115 1 12.49
"993" 3501 325 19970129 3 36.28
"994" 3501 325 19970130 3 35.55
"995" 3501 325 19970210 2 30.32
"996" 3501 325 19970210 6 50.14
"997" 3501 325 19970213 2 28.74
"998" 3501 325 19970222 5 40.05
"999" 3501 325 19970301 1 12.77
"1000" 3501 325 19970307 3 24.47
"1001" 3501 325 19970313 3 28.54
"1002" 3501 325 19970316 2 24.98
"1003" 3501 325 19970319 2 33
"1004" 3501 325 19970319 2 45.98
"1005" 3501 325 19970327 2 24.98
"1006" 3501 325 19970328 1 29.99
"1007" 3501 325 19970408 1 26.99
"1008" 3501 325 19970410 1 14.96
"1009" 3501 325 19970410 1 19.99
"1010" 3501 325 19970411 1 11.77
"1011" 3501 325 19970427 2 21.54
"1012" 3501 325 19970427 1 29.99
"1013" 3501 325 19970428 1 12.49
"1014" 3501 325 19970429 3 20.37
"1015" 3501 325 19970430 2 24.98
"1016" 3501 325 19970430 1 6.99
"1017" 3501 325 19970501 1 27.97
"1018" 3501 325 19970519 6 83.94
"1019" 3501 325 19970525 4 50.97
"1020" 3501 325 19970528 3 20.37
"1021" 3501 325 19970620 3 44.29
"1022" 3501 325 19970620 3 40.97
"1023" 3501 325 19970725 2 25.98
"1024" 3501 325 19980105 4 41.96
"1025" 3501 325 19980105 2 24.98
"1026" 3501 325 19980427 1 12.99
"1027" 3510 326 19970115 1 23.99
"1028" 3525 327 19970115 1 19.97
"1029" 3545 328 19970115 1 12.7
"1030" 3556 329 19970115 2 39.96
"1031" 3558 330 19970115 9 119.76
"1032" 3558 330 19970120 7 92.79
"1033" 3558 330 19970130 3 36.5
"1034" 3558 330 19970208 7 94.57
"1035" 3558 330 19970319 1 13.97
"1036" 3558 330 19970622 4 59.28
"1037" 3558 330 19971012 1 24.49
"1038" 3571 331 19970115 1 14.7
"1039" 3584 332 19970115 5 64.23
"1040" 3584 332 19970120 1 11.77
"1041" 3584 332 19970424 1 9.98
"1042" 3587 333 19970115 1 14.96
"1043" 3601 334 19970115 1 15.36
"1044" 3612 335 19970115 2 26.14
"1045" 3614 336 19970115 4 49.28
"1046" 3614 336 19970123 1 13.97
"1047" 3614 336 19970205 6 66.22
"1048" 3614 336 19970207 3 48.9
"1049" 3614 336 19970207 4 49.28
"1050" 3614 336 19970910 2 36.48
"1051" 3614 336 19970924 1 10.49
"1052" 3614 336 19971126 10 113.9
"1053" 3614 336 19971215 2 20.98
"1054" 3629 337 19970115 1 11.99
"1055" 3656 338 19970115 1 11.77
"1056" 3656 338 19980401 1 9.49
"1057" 3656 338 19980414 1 13.99
"1058" 3656 338 19980515 1 11.49
"1059" 3656 338 19980515 1 12.99
"1060" 3660 339 19970115 1 8.77
"1061" 3660 339 19970621 1 9.77
"1062" 3660 339 19980319 1 14.42
"1063" 3674 340 19970115 2 30.13
"1064" 3690 341 19970115 1 19.99
"1065" 3704 342 19970115 1 27.99
"1066" 3726 343 19970115 2 29.98
"1067" 3669 344 19970116 3 39.7
"1068" 3669 344 19970315 1 15.7
"1069" 3669 344 19970623 1 15.7
"1070" 3669 344 19971121 1 22.49
"1071" 3755 345 19970116 2 21.98
"1072" 3775 346 19970116 4 39.3
"1073" 3794 347 19970116 1 15.36
"1074" 3805 348 19970116 1 6.79
"1075" 3805 348 19970623 1 4.79
"1076" 3809 349 19970116 1 17.9
"1077" 3819 350 19970116 7 128.36
"1078" 3819 350 19970215 9 130.09
"1079" 3819 350 19970623 2 27.94
"1080" 3820 351 19970116 2 29.33
"1081" 3820 351 19970324 1 12.77
"1082" 3824 352 19970116 1 7.98
"1083" 3838 353 19970116 2 11.56
"1084" 3853 354 19970116 1 41.9
"1085" 3876 355 19970116 3 44.12
"1086" 3891 356 19970116 1 9.99
"1087" 3902 357 19970116 3 46.68
"1088" 3902 357 19970203 18 242.98
"1089" 3911 358 19970116 1 23.99
"1090" 3911 358 19970306 4 58.46
"1091" 3911 358 19970701 1 13.97
"1092" 3912 359 19970116 1 15.36
"1093" 3926 360 19970116 1 17.36
"1094" 3944 361 19970116 1 19.99
"1095" 3955 362 19970116 1 7.78
"1096" 3965 363 19970116 1 24.99
"1097" 3965 363 19970221 1 9.77
"1098" 3965 363 19970331 1 9.77
"1099" 3970 364 19970116 4 47.48
"1100" 3970 364 19970129 2 19.74
"1101" 3970 364 19970311 4 58.06
"1102" 3970 364 19970410 3 63.31
"1103" 3970 364 19970805 2 26.14
"1104" 3970 364 19971001 3 38.97
"1105" 3975 365 19970116 1 15.96
"1106" 584 366 19970117 1 11.77
"1107" 3138 367 19970117 1 13.97
"1108" 3138 367 19970409 9 176.45
"1109" 3138 367 19971031 4 40.46
"1110" 3138 367 19980507 8 125.92
"1111" 3993 368 19970117 1 15.99
"1112" 3993 368 19970403 1 30.99
"1113" 3993 368 19970426 1 4.79
"1114" 3993 368 19970519 2 43.48
"1115" 3993 368 19971120 1 33.99
"1116" 3993 368 19980218 3 31.97
"1117" 3997 369 19970117 1 18.77
"1118" 4005 370 19970117 1 14.37
"1119" 4005 370 19970426 2 24.74
"1120" 4005 370 19980309 2 21.48
"1121" 4019 371 19970117 1 6.78
"1122" 4019 371 19980324 2 23.48
"1123" 4037 372 19970117 1 14.37
"1124" 4053 373 19970117 1 11.77
"1125" 4070 374 19970117 1 14.37
"1126" 4087 375 19970117 1 12.97
"1127" 4090 376 19970117 1 14.96
"1128" 4090 376 19970117 1 14.37
"1129" 4090 376 19970226 1 13.77
"1130" 4090 376 19980204 2 29.48
"1131" 4090 376 19980327 1 21.99
"1132" 4096 377 19970117 3 27.55
"1133" 4096 377 19970331 1 13.97
"1134" 4101 378 19970117 1 8.79
"1135" 4101 378 19970620 1 16.7
"1136" 4105 379 19970117 1 15.36
"1137" 4141 380 19970117 1 20
"1138" 4160 381 19970117 1 14.99
"1139" 4165 382 19970117 2 34.66
"1140" 4165 382 19970123 1 17.3
"1141" 4165 382 19970325 1 14.96
"1142" 4165 382 19970501 2 28.34
"1143" 4165 382 19970523 5 73.02
"1144" 4165 382 19970701 3 45.43
"1145" 4165 382 19970712 4 59.25
"1146" 4165 382 19970726 1 14.96
"1147" 4165 382 19970816 5 72.03
"1148" 4165 382 19970901 1 13.97
"1149" 4165 382 19970910 1 12.99
"1150" 4165 382 19970929 3 55.97
"1151" 4165 382 19971117 1 11.49
"1152" 4165 382 19971118 1 11.49
"1153" 4165 382 19971208 3 28.97
"1154" 4165 382 19971211 1 11.49
"1155" 4165 382 19980102 3 33.47
"1156" 4165 382 19980226 1 17.49
"1157" 4165 382 19980415 1 12.99
"1158" 4165 382 19980519 1 13.99
"1159" 4165 382 19980529 1 26.99
"1160" 4165 382 19980625 1 12.99
"1161" 4179 383 19970117 1 13.97
"1162" 4198 384 19970117 3 43.69
"1163" 4203 385 19970117 4 19.76
"1164" 4203 385 19970117 1 6.79
"1165" 4203 385 19970127 1 12.49
"1166" 4203 385 19970201 3 41.68
"1167" 4203 385 19970419 1 12.77
"1168" 4203 385 19970823 2 24.49
"1169" 4203 385 19971019 3 61.97
"1170" 4203 385 19971205 2 29.48
"1171" 4203 385 19980124 1 12.49
"1172" 4214 386 19970117 1 14.37
"1173" 4231 387 19970117 2 30.73
"1174" 1750 388 19970118 1 20.97
"1175" 1750 388 19970505 7 100.59
"1176" 2046 389 19970118 2 17.88
"1177" 2046 389 19970224 1 14.79
"1178" 2046 389 19970330 1 29.37
"1179" 2046 389 19971218 2 27.98
"1180" 2839 390 19970118 1 14.37
"1181" 4124 391 19970118 2 42.73
"1182" 4253 392 19970118 1 15.36
"1183" 4285 393 19970118 1 15.36
"1184" 4287 394 19970118 1 15.36
"1185" 4287 394 19970718 12 189.64
"1186" 4288 395 19970118 2 24.14
"1187" 4288 395 19970118 1 25.77
"1188" 4288 395 19970218 2 23.54
"1189" 4309 396 19970118 3 33.31
"1190" 4309 396 19971215 3 38.97
"1191" 4316 397 19970118 1 25.77
"1192" 4316 397 19970221 1 16.96
"1193" 4316 397 19970419 1 14.37
"1194" 4316 397 19970616 1 11.77
"1195" 4322 398 19970118 2 34.98
"1196" 4322 398 19970315 1 29.99
"1197" 4330 399 19970118 2 19.54
"1198" 4349 400 19970118 2 23.54
"1199" 4374 401 19970118 1 6.79
"1200" 4374 401 19970605 2 24.02
"1201" 4374 401 19970620 1 12.25
"1202" 4379 402 19970118 2 20.75
"1203" 4383 403 19970118 1 14.99
"1204" 4383 403 19970513 1 46.37
"1205" 4383 403 19970525 6 84.19
"1206" 4383 403 19970626 1 25.97
"1207" 4383 403 19970714 1 25.77
"1208" 4383 403 19970715 5 64.43
"1209" 4383 403 19970728 2 33.96
"1210" 4383 403 19970820 1 19.99
"1211" 4383 403 19970824 3 57.71
"1212" 4383 403 19971206 6 93.94
"1213" 4383 403 19980106 1 24.49
"1214" 4383 403 19980228 2 24.87
"1215" 4383 403 19980422 5 61.34
"1216" 4392 404 19970118 1 20.97
"1217" 4392 404 19970302 1 15.38
"1218" 4392 404 19980212 2 18.98
"1219" 4407 405 19970118 1 11.77
"1220" 4408 406 19970118 2 32.74
"1221" 4408 406 19970206 4 56.66
"1222" 4408 406 19970509 1 11.77
"1223" 4424 407 19970118 2 28.93
"1224" 4424 407 19970829 1 14.96
"1225" 4424 407 19980611 2 23.76
"1226" 4427 408 19970118 3 44.29
"1227" 4446 409 19970118 6 55.04
"1228" 4461 410 19970118 3 41.25
"1229" 4461 410 19970619 2 28.34
"1230" 4461 410 19971118 1 12.49
"1231" 4461 410 19980405 2 24.48
"1232" 4461 410 19980519 2 23.98
"1233" 4465 411 19970118 4 56.66
"1234" 4474 412 19970118 6 97.22
"1235" 4474 412 19970122 1 15.36
"1236" 4474 412 19970211 1 15.36
"1237" 4474 412 19971230 18 271.82
"1238" 4474 412 19980102 2 31.98
"1239" 4486 413 19970118 2 73.13
"1240" 4504 414 19970118 2 34.72
"1241" 4504 414 19971114 2 19.98
"1242" 167 415 19970119 2 30.32
"1243" 167 415 19970121 1 13.77
"1244" 167 415 19970308 1 14.96
"1245" 167 415 19970614 2 24.95
"1246" 167 415 19971011 1 12.99
"1247" 167 415 19971030 1 59.49
"1248" 167 415 19971123 1 11.49
"1249" 167 415 19971210 1 18.49
"1250" 1727 416 19970119 3 35.31
"1251" 4269 417 19970119 1 10.77
"1252" 4525 418 19970119 2 26.74
"1253" 4544 419 19970119 1 11.77
"1254" 4544 419 19980302 1 29.49
"1255" 4564 420 19970119 2 39.36
"1256" 4564 420 19971202 2 30.98
"1257" 4581 421 19970119 1 16.9
"1258" 4589 422 19970119 2 27.13
"1259" 4589 422 19970226 4 59.83
"1260" 4589 422 19970416 3 45.11
"1261" 4589 422 19971206 4 41.46
"1262" 4593 423 19970119 6 82.41
"1263" 4593 423 19970218 1 11.77
"1264" 4593 423 19970606 1 14.96
"1265" 4601 424 19970119 2 23.54
"1266" 4601 424 19980203 1 11.88
"1267" 4601 424 19980308 2 24.87
"1268" 4601 424 19980308 1 11.99
"1269" 4601 424 19980420 2 29.98
"1270" 4601 424 19980506 3 43.97
"1271" 4616 425 19970119 1 12.49
"1272" 4630 426 19970119 3 36.73
"1273" 4644 427 19970119 1 21.37
"1274" 4644 427 19970219 2 29.33
"1275" 4649 428 19970119 1 12.49
"1276" 4649 428 19970621 3 38.33
"1277" 4649 428 19970817 1 11.77
"1278" 4649 428 19971031 1 13.99
"1279" 4649 428 19980410 1 72.99
"1280" 4649 428 19980501 1 72.99
"1281" 4649 428 19980607 3 42.47
"1282" 4653 429 19970119 1 15.36
"1283" 4669 430 19970119 1 15.36
"1284" 4687 431 19970119 2 31.72
"1285" 4687 431 19971020 3 49.47
"1286" 4701 432 19970119 1 11.77
"1287" 4717 433 19970119 4 49.87
"1288" 4718 434 19970119 3 37.51
"1289" 4718 434 19970319 2 25.74
"1290" 4718 434 19980429 3 58.74
"1291" 4732 435 19970119 1 9.77
"1292" 4749 436 19970119 2 39.98
"1293" 4768 437 19970119 4 58.89
"1294" 4791 438 19970119 2 31.52
"1295" 4794 439 19970119 1 15.99
"1296" 4794 439 19970526 2 34.14
"1297" 4797 440 19970119 5 84.02
"1298" 4797 440 19970307 6 88.6
"1299" 4797 440 19970721 7 106.55
"1300" 4805 441 19970119 2 25.74
"1301" 4805 441 19970216 1 13.97
"1302" 4805 441 19970715 1 13.97
"1303" 4805 441 19970717 1 12.97
"1304" 4805 441 19970725 1 14.79
"1305" 4805 441 19971205 4 57.96
"1306" 4805 441 19971220 1 13.99
"1307" 4805 441 19971231 4 53.96
"1308" 4805 441 19980317 1 13.49
"1309" 4805 441 19980414 1 12.99
"1310" 4805 441 19980612 3 44.47
"1311" 4807 442 19970119 1 13.97
"1312" 4822 443 19970119 3 65.97
"1313" 3089 444 19970120 2 29.92
"1314" 3089 444 19970127 2 29.98
"1315" 3089 444 19970211 2 29.98
"1316" 3089 444 19980213 1 12.99
"1317" 4365 445 19970120 2 18.56
"1318" 4836 446 19970120 1 22.99
"1319" 4836 446 19970314 2 24.48
"1320" 4836 446 19970422 1 13.97
"1321" 4836 446 19970526 1 23.88
"1322" 4836 446 19970616 2 24.49
"1323" 4836 446 19970723 2 23.54
"1324" 4836 446 19970729 2 28.73
"1325" 4836 446 19980604 1 11.88
"1326" 4842 447 19970120 1 14.99
"1327" 4854 448 19970120 1 18.36
"1328" 4854 448 19970204 3 44.97
"1329" 4868 449 19970120 1 14.96
"1330" 4870 450 19970120 4 71.69
"1331" 4870 450 19970316 2 27.33
"1332" 4873 451 19970120 13 150.21
"1333" 4873 451 19970323 7 83.39
"1334" 4873 451 19971011 3 52.97
"1335" 4875 452 19970120 2 25.74
"1336" 4875 452 19970519 1 11.77
"1337" 4880 453 19970120 5 72.25
"1338" 4880 453 19970122 1 35.37
"1339" 4880 453 19970407 2 27.14
"1340" 4890 454 19970120 2 30.72
"1341" 4890 454 19970729 1 14.37
"1342" 4892 455 19970120 2 29.92
"1343" 4894 456 19970120 1 17.76
"1344" 4894 456 19970206 1 11.77
"1345" 4894 456 19970328 5 77.48
"1346" 4894 456 19970428 6 80.41
"1347" 4894 456 19970505 3 34.5
"1348" 4894 456 19970718 1 14.37
"1349" 4894 456 19970718 2 29.58
"1350" 4894 456 19970804 6 107.6
"1351" 4894 456 19970804 4 60.05
"1352" 4894 456 19970806 4 52.46
"1353" 4894 456 19971107 2 26.98
"1354" 4894 456 19971118 3 59.97
"1355" 4894 456 19971215 1 13.99
"1356" 4894 456 19980319 9 117.37
"1357" 4907 457 19970120 1 19.99
"1358" 4907 457 19970209 1 9.98
"1359" 4907 457 19970217 1 12.77
"1360" 4907 457 19970424 2 25.48
"1361" 4907 457 19970506 2 27.85
"1362" 4911 458 19970120 2 23.73
"1363" 4930 459 19970120 5 76.23
"1364" 4947 460 19970120 3 43.89
"1365" 4951 461 19970120 1 15.99
"1366" 4951 461 19970319 1 34.77
"1367" 4951 461 19970321 1 22.77
"1368" 4951 461 19970408 2 23.74
"1369" 4951 461 19970429 1 15.36
"1370" 4951 461 19970430 1 12.97
"1371" 4951 461 19970613 1 14.37
"1372" 4951 461 19970717 1 25.77
"1373" 4951 461 19980125 2 21.98
"1374" 4951 461 19980310 1 29.49
"1375" 4951 461 19980504 1 14.99
"1376" 4951 461 19980604 1 14.49
"1377" 4963 462 19970120 4 59.25
"1378" 4972 463 19970120 2 29.33
"1379" 4972 463 19970321 4 58.07
"1380" 4982 464 19970120 2 22.94
"1381" 4982 464 19970519 3 38.71
"1382" 4982 464 19971002 6 61.44
"1383" 4982 464 19971230 3 30.47
"1384" 4987 465 19970120 2 23.96
"1385" 5000 466 19970120 2 29.73
"1386" 5000 466 19970427 3 43.3
"1387" 5000 466 19970630 1 21.77
"1388" 5000 466 19980531 4 62.46
"1389" 5006 467 19970120 3 16.31
"1390" 5006 467 19970829 3 51.5
"1391" 5008 468 19970120 3 41.91
"1392" 5008 468 19971013 3 19.97
"1393" 5010 469 19970120 2 25.74
"1394" 5010 469 19970130 1 12.77
"1395" 5010 469 19970714 1 14.96
"1396" 5010 469 19970724 2 28.93
"1397" 5010 469 19970821 2 29.92
"1398" 5010 469 19971013 1 12.99
"1399" 5010 469 19971118 1 12.49
"1400" 5031 470 19970120 4 51.48
"1401" 5031 470 19980519 5 54.84
"1402" 5038 471 19970120 1 14.37
"1403" 5038 471 19970206 1 14.79
"1404" 5038 471 19971206 4 51.96
"1405" 5048 472 19970120 3 40.73
"1406" 5066 473 19970120 1 9.98
"1407" 5072 474 19970120 2 26.76
"1408" 5072 474 19970608 1 11.77
"1409" 5072 474 19970913 2 28.48
"1410" 5072 474 19980419 4 48.55
"1411" 5089 475 19970120 2 30.86
"1412" 5105 476 19970120 3 34.31
"1413" 5108 477 19970120 4 56.87
"1414" 5108 477 19970122 3 31.31
"1415" 5108 477 19970913 2 25.98
"1416" 5108 477 19970927 2 46.98
"1417" 5108 477 19970929 1 14.49
